,name,location,price_for_two,cuisines,rating,restaurant_link
366,Oota Bangalore,"Craftworks, Bangalore",1200,"Mangalorean, South Indian, Salad, Desserts",4.9,https://www.zomato.com/bangalore/oota-bangalore-whitefield/info
367,Kazé,"Lavelle Road, Bangalore",3500,"Japanese, Sushi, Thai, Asian",4.5,https://www.zomato.com/bangalore/kazé-1-lavelle-road-bangalore/info
368,LUPA,"MG Road, Bangalore",5000,"Mediterranean, European, Italian, Salad, Desserts, Beverages",3.8,https://www.zomato.com/bangalore/lupa-mg-road-bangalore/info
369,Big Barrel BrewPub,"Rajarajeshwari Nagar, Bangalore",2000,"Chinese, Salad, North Indian, Oriental, Mexican, Italian, Continental, Beverages",4.3,https://www.zomato.com/bangalore/big-barrel-brewpub-rajarajeshwari-nagar-bangalore/info
370,Mainland China,"Whitefield, Bangalore",2000,"Chinese, Asian, Seafood, Sushi, Bar Food, Beverages",4.5,https://www.zomato.com/bangalore/mainland-china-whitefield/info
371,Hopshaus,"Whitefield, Bangalore",2000,"Continental, North Indian, Chinese, Sichuan, Pizza, Asian, Finger Food, Desserts",4.1,https://www.zomato.com/bangalore/hopshaus-whitefield-bangalore/info
372,Spot 360 - DoubleTree Suites by Hilton,"DoubleTree Suites By Hilton, Sarjapur, Bangalore",2500,"North Indian, Asian, Beverages",4.3,https://www.zomato.com/bangalore/spot-360-doubletree-suites-by-hilton-bellandur-bangalore/info
373,Easy Tiger,"Church Street, Bangalore",1700,"Finger Food, Continental",4.2,https://www.zomato.com/bangalore/easy-tiger-church-street/info
374,Fire Station,"Electronic City, Bangalore",1700,"Finger Food, North Indian, Continental, Italian, Chinese, Beverages, Desserts",4.2,https://www.zomato.com/bangalore/fire-station-electronic-city-bangalore/info
375,Arion Biryani's,"Bellandur, Bangalore",650,"South Indian, Biryani, Chinese",3.7,https://www.zomato.com/bangalore/arion-biryanis-1-bellandur-bangalore/info
376,Infuse Tea & Snacks Adda,"Marathahalli, Bangalore",150,"Tea, Juices, Shake, Beverages, Fast Food, Street Food",3.6,https://www.zomato.com/bangalore/infuse-tea-snacks-adda-marathahalli-bangalore/info
377,9 Tables Restaurant,"Bellandur, Bangalore",650,"North Indian, Chinese, Kebab, Biryani, Tamil",4.1,https://www.zomato.com/bangalore/9-tables-restaurant-bellandur-bangalore/info
378,Mavalli Tiffin Room (MTR),"Basavanagudi, Bangalore",250,"South Indian, Beverages",4.4,https://www.zomato.com/bangalore/mavalli-tiffin-room-mtr-basavanagudi-bangalore/info
379,Namma Mysuru Cafe,"Jayanagar, Bangalore",100,"South Indian, Street Food, Beverages",3.6,https://www.zomato.com/bangalore/namma-mysuru-cafe-jayanagar-bangalore/info
380,Justbe By Nidhi Nahata,"Sadashiv Nagar, Bangalore",1200,"Cafe, Healthy Food, Fast Food, Desserts, Beverages",4.3,https://www.zomato.com/justbecafe/info
381,Hungry Hippie,"Koramangala 5th Block, Bangalore",1200,"North Indian, Italian, Continental, Mexican, Pizza, Fast Food, Desserts, Beverages",4.2,https://www.zomato.com/bangalore/hungry-hippie-koramangala-5th-block/info
382,Scottish Pub,"St. Marks Road, Bangalore",700,Finger Food,4.3,https://www.zomato.com/bangalore/scottish-pub-st-marks-road/info
383,1947,"Rajarajeshwari Nagar, Bangalore",1200,"North Indian, Desserts, Beverages",3.6,https://www.zomato.com/bangalore/1947-rajarajeshwari-nagar/info
384,BurgerMan,"Indiranagar, Bangalore",700,"Fast Food, Sandwich, Salad, Burger, Beverages",4.5,https://www.zomato.com/bangalore/burgerman-indiranagar-bangalore/info
385,Lotus - Visthara Hotel,"Sahakara Nagar, Bangalore",1100,"North Indian, Chinese, South Indian, Fast Food",4.3,https://www.zomato.com/bangalore/lotus-visthara-hotel-sahakara-nagar-bangalore/info
386,Street Storyss,"Indiranagar, Bangalore",2500,"North Indian, Chinese, Street Food, Desserts, Beverages",4.6,https://www.zomato.com/bangalore/street-storyss-indiranagar-bangalore/info
387,Lucky Chan - Dimsum & Sushi Parlour,"Indiranagar, Bangalore",1900,"Japanese, Chinese, Asian, Desserts, Beverages",4.5,https://www.zomato.com/bangalore/lucky-chan-dimsum-sushi-parlour-indiranagar-bangalore/info
388,Nothing Before Coffee,"Basavanagudi, Bangalore",300,"Cafe, Coffee, Tea, Shake, Fast Food, Beverages",3.9,https://www.zomato.com/bangalore/nothing-before-coffee-1-basavanagudi-bangalore/info
389,Sproutive,"Sarjapur Road, Bangalore",200,"Healthy Food, Juices, Beverages",3.9,https://www.zomato.com/bangalore/sproutive-3-sarjapur-road-bangalore/info
390,Kairali Kitchen And Restaurant,"Attibele, Bangalore",1000,"South Indian, North Indian",3.3,https://www.zomato.com/bangalore/kairali-kitchen-and-restaurant-attibele-bangalore/info
391,Sri Annapoorna Devi Andhra Deluxe Mess,"Bellandur, Bangalore",500,"Biryani, North Indian, South Indian, Chinese",3.9,https://www.zomato.com/bangalore/sri-annapoorna-devi-andhra-deluxe-mess-1-bellandur-bangalore/info
392,Namma Madurai,"Marathahalli, Bangalore",200,"South Indian, Beverages",3.7,https://www.zomato.com/bangalore/namma-madurai-marathahalli-bangalore/info
393,Fia's Lounge,"Richmond Road, Bangalore",1500,"Parsi, Lebanese, Beverages",4.2,https://www.zomato.com/bangalore/fias-lounge-richmond-road-bangalore/info
394,46 Ounces Brewgarden,"Electronic City, Bangalore",1900,"Finger Food, Asian, Chinese, Pizza, North Indian, Fast Food",4.2,https://www.zomato.com/bangalore/46-ounces-brewgarden-electronic-city-bangalore/info
395,Boteco Restaurante Brasileiro,"MG Road, Bangalore",3500,"Brazilian, Steak, Salad, Finger Food, Desserts, Coffee, Beverages",4.3,https://www.zomato.com/bangalore/boteco-restaurante-brasileiro-1-mg-road-bangalore/info
396,Range Dine In & Kitchen,"Kanakapura Road, Bangalore",500,"South Indian, North Indian, Desserts",3.2,https://www.zomato.com/bangalore/range-dine-in-kitchen-kanakapura-road-bangalore/info
397,Maya,"Jayanagar, Bangalore",1800,"Asian, North Indian, Chinese, Thai, Beverages",4.3,https://www.zomato.com/bangalore/maya-1-jayanagar-bangalore/info
398,Kyba- Sushi Dim Sums & More,"Sahakara Nagar, Bangalore",1400,"Chinese, Thai, Sushi, Japanese, Asian, Seafood, Desserts",4.7,https://www.zomato.com/bangalore/kyba-sushi-dim-sums-more-sahakara-nagar-bangalore/info
399,Bhola & Blonde,"Indiranagar, Bangalore",1900,"North Indian, Lucknowi, Mughlai, Biryani, Fast Food, Desserts",4.0,https://www.zomato.com/bangalore/bhola-blonde-indiranagar-bangalore/info
400,Chili's Grill & Bar,"Lulu Mall, Bangalore",1600,"Mexican, American, Salad, Pizza, Tex-Mex, Italian, Desserts, Beverages",4.4,https://www.zomato.com/bangalore/chilis-grill-bar-majestic-bangalore/info
401,Nanav Store & Cafe,"Indiranagar, Bangalore",950,"Pizza, Burger, Sandwich, European, Italian, Chinese",4.2,https://www.zomato.com/bangalore/nanav-store-cafe-indiranagar-bangalore/info
402,Shift Lounge,"Domlur, Bangalore",1800,"North Indian, Italian",3.7,https://www.zomato.com/bangalore/shift-lounge-domlur-bangalore/info
403,Bombay Brasserie,"Indiranagar, Bangalore",2000,"North Indian, Biryani, Fast Food, Desserts, Tea",4.5,https://www.zomato.com/bangalore/bombay-brasserie-indiranagar/info
404,Chapter One Bar | Maiin,"New BEL Road, Bangalore",1400,"North Indian, South Indian, Chinese, Italian, Fast Food, Finger Food, Desserts, Beverages",4.3,https://www.zomato.com/bangalore/chapter-one-bar-maiin-new-bel-road-bangalore/info
405,Sweets Of India,"BTM, Bangalore",300,Mithai,3.8,https://www.zomato.com/bangalore/sweets-of-india-btm-bangalore/info
406,Venkateshwara Hotel,"Hosur Road, Bangalore",250,"South Indian, Chinese, Biryani, North Indian, Andhra",3.6,https://www.zomato.com/bangalore/venkateshwara-hotel-hosur-road-bangalore/info
407,Jagli Tindi,"Jayanagar, Bangalore",200,South Indian,3.9,https://www.zomato.com/bangalore/jagli-tindi-jayanagar-bangalore/info
408,Belur Cafe,"Jalahalli, Bangalore",400,"Cafe, Fast Food, Rolls",3.7,https://www.zomato.com/bangalore/belur-cafe-4-jalahalli-bangalore/info
409,Bob's Bar,"Indiranagar, Bangalore",1400,"South Indian, Biryani, Sandwich, Desserts, Bakery, Beverages",4.2,https://www.zomato.com/bangalore/bobs-bar-1-indiranagar-bangalore/info
410,Salvadores,"MG Road, Bangalore",2500,"Continental, Pasta, Salad, Desserts, Beverages",4.6,https://www.zomato.com/bangalore/salvadores-mg-road-bangalore/info
411,Talli Terrace,"Church Street, Bangalore",500,"North Indian, Chinese, Fast Food",3.8,https://www.zomato.com/bangalore/talli-terrace-church-street-bangalore/info
412,Gabru Di Chaap,"Phoenix Marketcity Bangalore, Whitefield, Bangalore",500,"North Indian, Momos, Fast Food, Wraps, Beverages",4.1,https://www.zomato.com/bangalore/gabru-di-chaap-kr-puram-bangalore/info
413,Caffé Allora,"Phoenix Marketcity Bangalore, Whitefield, Bangalore",1500,"Pizza, Italian, Pasta",4.3,https://www.zomato.com/bangalore/caffé-allora-kr-puram-bangalore/info
414,Nomad Pizza,"Sarjapur Road, Bangalore",1000,"Pizza, Italian",4.4,https://www.zomato.com/bangalore/nomad-pizza-sarjapur-road-bangalore/info
415,Via Milano,"Sarjapur Road, Bangalore",1600,"Italian, Continental, Pizza, Pasta, Salad, Desserts",4.3,https://www.zomato.com/bangalore/via-milano-sarjapur-road-bangalore/info
416,White Lotus Club,"Sarjapur Road, Bangalore",2000,"Continental, North Indian, Chinese, Italian, Asian, Beverages",3.9,https://www.zomato.com/bangalore/white-lotus-club-sarjapur-road-bangalore/info
417,The Big Baadshaah,"Marathahalli, Bangalore",1900,"Continental, Chinese, Asian, North Indian, Fast Food, Street Food, Desserts, Beverages",4.3,https://www.zomato.com/bangalore/the-big-baadshaah-marathahalli-bangalore/info
418,Leon's Burgers & Wings,"Indiranagar, Bangalore",400,"Burger, Fast Food, Wraps",4.2,https://www.zomato.com/bangalore/leons-burgers-wings-indiranagar-bangalore/info
419,Marquis - Radisson Blu,"Radisson Blu, Marathahalli, Bangalore",2500,"Asian, Continental, North Indian, Fast Food, Beverages",4.8,https://www.zomato.com/bangalore/marquis-radisson-blu-marathahalli-bangalore/info
420,Yauatcha,"1 MG Road Mall, MG Road, Bangalore",3000,"Chinese, Asian, Cantonese, Seafood, Tea, Desserts",4.3,https://www.zomato.com/bangalore/yauatcha-mg-road/info
421,Smooth Criminal,"Koramangala 5th Block, Bangalore",1000,"Chinese, North Indian, Pizza, Japanese, Biryani, Desserts, Beverages, Continental",3.8,https://www.zomato.com/bangalore/smooth-criminal-koramangala-5th-block-bangalore/info
422,Saffron By Sanmanaa,"Rajajinagar, Bangalore",850,"North Indian, Chinese, Pizza, Fast Food, Biryani, Ice Cream, Desserts, Beverages",4.0,https://www.zomato.com/bangalore/saffron-by-sanmanaa-rajajinagar-bangalore/info
423,Mumbai Chai Cafe,"Bellandur, Bangalore",150,"Tea, Maharashtrian, Fast Food, Street Food",-,https://www.zomato.com/bangalore/mumbai-chai-cafe-bellandur-bangalore/info
424,Taaza Thindi,"Banashankari, Bangalore",100,"South Indian, Beverages",4.7,https://www.zomato.com/bangalore/taaza-thindi-banashankari/info
425,Bengaluru Cafe,"Jayanagar, Bangalore",100,South Indian,4.6,https://www.zomato.com/bangalore/bengaluru-cafe-jayanagar-bangalore/info
426,Delhi Highway,"Indiranagar, Bangalore",1800,"North Indian, Chinese, Street Food, Kebab, Desserts, Beverages",4.1,https://www.zomato.com/bangalore/delhi-highway-indiranagar/info
427,Dr. Sheesha,"Rajajinagar, Bangalore",1200,"North Indian, Chinese, Continental, Italian, Pasta, Pizza, Beverages",4.2,https://www.zomato.com/bangalore/dr-sheesha-rajajinagar-bangalore/info
428,Beijing Bites,"Koramangala 5th Block, Bangalore",1000,"Chinese, Seafood, Thai, Rolls, Malaysian, Mughlai, Momos",4.0,https://www.zomato.com/bangalore/beijing-bites-koramangala-5th-block/info
429,Sanadige - Goldfinch Hotel,"Goldfinch Hotel, Seshadripuram, Bangalore",1700,"Seafood, Mangalorean, Goan, South Indian, North Indian, Chinese, Desserts, Beverages",4.2,https://www.zomato.com/bangalore/sanadige-goldfinch-hotel-seshadripuram/info
430,Animal Bar,"Koramangala 1st Block, Bangalore",1000,"American, Continental, Italian, South Indian, North Indian, Asian, Chinese",New,https://www.zomato.com/bangalore/animal-bar-koramangala-1st-block-bangalore/info
431,B Town Barbeque,"Rajarajeshwari Nagar, Bangalore",1700,"BBQ, South Indian, Chinese, Salad, Desserts",4.0,https://www.zomato.com/bangalore/b-town-barbeque-rajarajeshwari-nagar-bangalore/info
432,Olio - The Wood Fired Pizzeria,"Koramangala 5th Block, Bangalore",600,"Pizza, Italian, Fast Food, Beverages",4.0,https://www.zomato.com/bangalore/olio-the-wood-fired-pizzeria-1-koramangala-5th-block-bangalore/info
433,Glass – Kitchen & Bar,"Holiday Inn, Race Course Road, Bangalore., Bangalore",3500,"Modern Indian, North Indian, Continental, Biryani, Bar Food, Seafood, Desserts, Beverages",4.6,https://www.zomato.com/bangalore/glass-kitchen-bar-race-course-road-bangalore/info
434,Publik,"Bellandur, Bangalore",1400,"North Indian, Kebab, Chinese, Continental, Mughlai, Seafood, Bar Food, Beverages",4.2,https://www.zomato.com/bangalore/publik-bellandur-bangalore/info
435,Kerbside Bistro,"Sadashiv Nagar, Bangalore",900,"Cafe, Continental, Italian, American, Fast Food, Desserts, Beverages",4.2,https://www.zomato.com/bangalore/kerbside-bistro-sadashiv-nagar-bangalore/info
436,Lot Like Crepes & Cafe,"Whitefield, Bangalore",700,"American, Italian, Burger, Fast Food",3.8,https://www.zomato.com/bangalore/lot-like-crepes-cafe-whitefield-bangalore/info
437,OYA Urban Cafe,"Frazer Town, Bangalore",950,"Sandwich, Wraps, Pasta, Fast Food, Momos, Tea, Beverages",3.7,https://www.zomato.com/bangalore/oya-urban-cafe-frazer-town-bangalore/info
438,Kava - Fairfield By Marriott,"Fairfield by Marriott,Rajajinagar , Bangalore",3000,"North Indian, South Indian, Continental",3.7,https://www.zomato.com/bangalore/kava-fairfield-by-marriott-rajajinagar-bangalore/info
439,Arogya Ahaara,"HSR, Bangalore",100,South Indian,4.7,https://www.zomato.com/bangalore/arogya-ahaara-hsr/info
440,Chin Lung Resto Bar,"Koramangala 4th Block, Bangalore",1400,"Bar Food, Chinese, North Indian",4.1,https://www.zomato.com/bangalore/chin-lung-resto-bar-koramangala-4th-block-bangalore/info
441,Bathinda Junction,"Koramangala 7th Block, Bangalore",950,"North Indian, Kebab, Street Food, Desserts, Beverages",3.8,https://www.zomato.com/bangalore/bathinda-junction-koramangala-7th-block-bangalore/info
442,Kanti Sweets,"Sarjapur Road, Bangalore",450,"Mithai, Desserts, Street Food",3.6,https://www.zomato.com/bangalore/kanti-sweets-sarjapur-road-bangalore/info
443,Dhanyam Cafe,"Jayanagar, Bangalore",100,"South Indian, Beverages",New,https://www.zomato.com/bangalore/dhanyam-cafe-jayanagar-bangalore/info
444,The Kabab Studio - Goldfinch Hotel,"Goldfinch Hotel, Seshadripuram, Bangalore",2100,"North Indian, Chinese, Continental, South Indian, Oriental, Italian, Kebab",4.1,https://www.zomato.com/bangalore/the-kabab-studio-goldfinch-hotel-seshadripuram-bangalore/info
445,Watson's,"Indiranagar, Bangalore",1600,"North Indian, Continental, Italian, European, Asian, Beverages, Desserts",4.0,https://www.zomato.com/bangalore/watsons-indiranagar-bangalore/info
446,Secret Spot Cafe,"Jayanagar, Bangalore",700,"Cafe, Coffee, Sandwich, Burger, Italian, Fast Food, Desserts, Beverages",4.0,https://www.zomato.com/bangalore/secret-spot-cafe-jayanagar-bangalore/info
447,Chai Fast,"Koramangala 1st Block, Bangalore",300,"Tea, Shake, Beverages, Sandwich, Rolls, Fast Food, North Indian, Street Food",4.0,https://www.zomato.com/bangalore/chai-fast-koramangala-1st-block-bangalore/info
448,LOFT38,"Indiranagar, Bangalore",2000,"Italian, BBQ, Asian, North Indian, Fast Food, Beverages",4.2,https://www.zomato.com/LOFT38/info
449,The Big Barn,"Kanakapura Road, Bangalore",1000,"South Indian, North Indian, Chinese, Asian, Fast Food, Pasta, Momos, Beverages",4.4,https://www.zomato.com/bangalore/the-big-barn-kanakapura-road-bangalore/info
450,Mahe Global Kitchen,"Koramangala 5th Block, Bangalore",1400,"North Indian, Continental, Asian, Pizza, Chinese, Desserts, Shake, Beverages",New,https://www.zomato.com/bangalore/mahe-global-kitchen-koramangala-5th-block-bangalore/info
451,Travellers Bungalow,"Indiranagar, Bangalore",1400,"Middle Eastern, European, Pizza, Finger Food, Desserts, Beverages",4.3,https://www.zomato.com/bangalore/travellers-bungalow-1-indiranagar-bangalore/info
452,Tiddly Tavern Bar & Grill,"Ascendas Park Square, Whitefield, Bangalore",1000,"South Indian, North Indian, Continental, Pizza, Asian, Chinese, Seafood",4.2,https://www.zomato.com/bangalore/tiddly-tavern-bar-grill-2-whitefield-bangalore/info
453,Blue Butterfly Bar & Kitchen,"Bommasandra, Bangalore",2000,"Asian, Continental",4.2,https://www.zomato.com/bangalore/blue-butterfly-bar-kitchen-bommasandra-bangalore/info
454,Jain Sweets And Savories,"Whitefield, Bangalore",150,"Mithai, Street Food",3.7,https://www.zomato.com/bangalore/jain-sweets-and-savories-whitefield-bangalore/info
455,Temple Of The Senses,"Church Street, Bangalore",600,"Shake, Beverages, Healthy Food",3.9,https://www.zomato.com/bangalore/temple-of-the-senses-2-church-street-bangalore/info
456,The Biere Club,"Lavelle Road, Bangalore",2600,"Bar Food, Continental, Italian, Wraps, Salad, Middle Eastern, Pizza",4.2,https://www.zomato.com/bangalore/the-biere-club-lavelle-road-bangalore/info
457,Neer,"Embassy Manyata Business Park,  Nagawara , Bangalore",3000,"Bar Food, Beverages, South Indian",4.0,https://www.zomato.com/bangalore/neer-2-nagawara-bangalore/info
458,Dolci Desserts,"Cunningham Road, Bangalore",850,"Desserts, Bakery, Pasta",4.3,https://www.zomato.com/bangalore/dolci-desserts-cunningham-road/info
459,Tiger Trail - Royal Orchid Hotel,"Royal Orchid Hotel,  Old Airport Road, Bangalore",2200,"North Indian, Mughlai, Desserts, Beverages",4.3,https://www.zomato.com/bangalore/tiger-trail-royal-orchid-hotel-airport-road-bangalore/info
460,Tree Tops Bar & Kitchen,"Hotel Southern Star, Lavelle Road, Bangalore",1300,"Finger Food, North Indian, Chinese, Burger, Seafood, Desserts",4.2,https://www.zomato.com/bangalore/tree-tops-bar-kitchen-lavelle-road-bangalore/info
461,Hoppipola,"Church Street, Bangalore",2000,"Continental, Italian, Chinese, North Indian, Pizza, Beverages",4.1,https://www.zomato.com/bangalore/hoppipola-church-street/info
462,Board 4 Bored,"Basavanagudi, Bangalore",1000,"Chinese, Sandwich, Continental, Italian, Beverages, Pizza, Pasta",4.1,https://www.zomato.com/bangalore/board-4-bored-basavanagudi-bangalore/info
463,Bake Stir Fry Cafe,"Whitefield, Bangalore",400,"Fast Food, Chinese, Beverages",3.9,https://www.zomato.com/bangalore/bake-stir-fry-cafe-whitefield-bangalore/info
464,South Ruchis Square,"Race Course Road, Bangalore",700,"South Indian, North Indian, Chinese, Fast Food, Ice Cream, Desserts, Shake, Beverages",4.2,https://www.zomato.com/bangalore/south-ruchis-square-race-course-road/info
